Full Name,First Name,Last Name,Projected Points,Sentiment,NumOfDataPoints,Average Sentiment,Most Positive Comment,Most Positive Comment Score,Most Negative Comment,Most Negative Comment Score,Position,Actual Points
Derek Carr,Derek,Carr,260.61,8.614499999999998,115,0,"I'll let someone else compare, but it's pretty close the last few years stats wise and I'd rather not be paying tippy top of the market for a guy that's barely outplaying Derek Carr.",0.8922,It's not some ridiculous claim... but this is a shit on derek carr thread so I'm not surprised,-0.7743,QB,13.8
Joe Mixon,Joe,Mixon,258.91,-0.5682,5,0,,0,"As a Joe Mixon stan, I also get him confused with Rex Burkhead from time to time.",-0.3182,RB,21.5
Leonard Fournette,Leonard,Fournette,258.74,-0.7356,3,0,,0,"I mean, Jameis had 5k and 33 TDs with almost 80 less pass attempts, a not as good OL and no Leonard Fournette to dump off to.",-0.7356,RB,15.7
Dalvin Cook,Dalvin,Cook,258.49,4.3009,18,0,"He was drafted into a bad spot, but his senior year he had 2k yards and won nation's best running back over Dalvin Cook.",0.891,- [One of them was lost in OT to the Bengals because Dalvin Cook fumbled and Joe Burrow led a short drive to field goal position.,-0.3182,RB,13.8
Stefon Diggs,Stefon,Diggs,258.25,6.780300000000001,32,0,I‘m just watching to dodge Stefon Diggs touchdowns for fantasy but this is super entertaining,0.8807,I didnt think there was a worse outcome than starting vs Stefon Diggs but here it is!,-0.3274,WR,26.2
Alvin Kamara,Alvin,Kamara,254.82,-0.6078999999999999,10,0,All that means is Alvin Kamara is good.,0.4404,">Tyreek Hill, Kareem Hunt, Alvin Kamara, Willie Gay, Marcus Maye, Bud Dupree would be other examples for terrible behavior.",-0.4767,RB,7.6
Carson Wentz,Carson,Wentz,253.68,10.357000000000003,143,0,"My understanding is that to make the best use of your Carson Wentz in the NFCE, you've got to injure him roughly midseason, then put in the replacement QB who ends up somehow being better enough to take you all the way to the Super Bowl and win!",0.9441,"Carson Wentz tends to look good in traditional stats, but especially in EPA he looks awful because he takes bad sacks which aren't counted in any of them and gets himself in suboptimal decisions.",-0.8316,QB,27.72
D'Andre Swift,D'Andre,Swift,253.66,0.7539,2,0,"The offense has to be ran through Jared Goff because D'Andre Swift, their most dynamic player, is one of the league's least efficient between the tackles runners and their only roster strength is their O-Line.",0.5516,,0,RB,26.5
Davante Adams,Davante,Adams,253.59,3.6582,45,0,"Basically, your WR would need to be a hybrid between Davante Adams and Devin Hester...because otherwise, it's just too easy to pin the WR's success on the QB throwing him the ball.",0.765,Except Derek Carr isn't as good as Tom Brady...... And Davante Adams isn't as good as Randy Moss....,-0.5875,WR,30.1
Justin Fields,Justin,Fields,253.09,7.817899999999999,86,0,"Bears: You guys are one of our greatest Rivalries and part of history and to be quite honest there wouldn't be a Green Bay Packers if it wasn't for George Halas, so that is much appreciated, Old School Soldier Field before the alterations was an iconic stadium, and I hope Justin Fields is your next Mcmahon.",0.9324,"-	He drafted Justin Fields early and then waged war Against him, never once showing confidence in him.",-0.7651,QB,13.64
CeeDee Lamb,CeeDee,Lamb,252.45,0.3690999999999999,15,0,"If Justin Jefferson gets 2000+ Yards and 20+ TDs with Kirk Cousins (or insert any really good reciever with a middle if the road QB like Ceedee Lamb, AJ Brown, George Pickens, or hell even Tyreek Hill/Jalen Waddle) I thibk that's pretty much what it'll take.",0.5095,Almost as bad as I saw Skip Bayless screaming and crying this morning that CeeDee Lamb is a top 5 WR in the NFL.,-0.7976,WR,4.9
Daniel Jones,Daniel,Jones,252.4,9.3064,112,0,The monkeys paw is Daniel Jones winning the super bowl on another team haha.,0.8834,1) Daboll fixes Daniel Jones and the Giants offense; the Giants become a mediocre-to-good team that is in the playoff hunt late because of a weak NFC East (thinking 10-7 for their record).,-0.8531,QB,16.02
Ryan Tannehill,Ryan,Tannehill,251.37,3.0442,25,0,Would be a better decision than giving 230 mil fully guaranteed over 5 years to a guy with fewer playoff wins than Ryan Tannehill,0.8402,Direct your anger where it belongs - Ryan Tannehill.,-0.5719,QB,19.34
Tyreek Hill,Tyreek,Hill,246.45,2.703800000000001,66,0,"Cooper Kupp is better than Tyreek Hill, or at the very least, deserves to be in the conversation for best WR in the league.",0.7964,Tyreek Hill didn’t fucking murder someone.,-0.7178,WR,18.0
Jameis Winston,Jameis,Winston,245.79,5.7385,48,0,May I direct you to a healthy Jameis Winston with a revitalized WR corps and mostly healthy OL and unsuspended Kamara,0.6597,Stafford making Jameis Winston Jealous of all the INTS!,-0.5093,QB,21.66
Matt Ryan,Matt,Ryan,245.41,36.36499999999999,257,0,"Matt Ryan is in the best situation, team built to win, great o line and running game.",0.9201,"Roddy White had a 2nd year sophmore slump Matt Ryan throwing him the ball, what ended up as Matt Ryans worst year passing (even worse than his rookie year)",-0.802,QB,15.28
Aaron Jones,Aaron,Jones,242.56,5.616300000000001,30,0,Aaron Jones and Jaire Alexander are two of my favorite players and I love watching them play even if it’s against the Bears.,0.8625,"> If there's one player on the Packers incapable of holding resentment, it's Aaron Jones.",-0.6705,RB,10.6
James Conner,James,Conner,240.04,0.6369,1,0,"I'm pumped, our 2022 draft could be the best class since 2017, where we had TJ, Juju and James Conner in the first few rounds.",0.6369,,0,RB,16.5
Javonte Williams,Javonte,Williams,238.99,2.0856,8,0,Hopefully all his passes are to javonte williams lol,0.6705,See my issue is that id have to replace elijah mitchell or javonte williams with him and idk.,-0.1027,RB,19.8
Mac Jones,Mac,Jones,238.09,31.720700000000008,178,0,"Wilson I hope comes back soon healthy and ready to go with his new weapons, I think Mac Jones will probably be about the same as he was last year, and I honestly think Lance is going to dominate lol",0.8591,"It’s usually cuz anytime there’s a “leak” which is rare in itself, it winds up being false, hell just look at the Trey Lance pick which everyone swore they knew was going to be Mac Jones, turns out nah it was Trey all the way, people just make up shit cuz even if they’re wrong we don’t remember or hold ‘em accountable.",-0.9136,QB,8.52
Keenan Allen,Keenan,Allen,237.62,0.42999999999999994,17,0,Keenan Allen is a well raised man and had great taste in football teams when he was younger.,0.7351,ESPN: Keenan Allen says Herbert is dumb and Rivers wasn't talented,-0.7186,WR,10.6
Tee Higgins,Tee,Higgins,237.31,-0.2804999999999999,9,0,Did you say that when Tee Higgins was gifted a TD in the super bowl?,0.5994,Though Tee Higgins TD was bullshit,-0.5859,WR,4.7
Jared Goff,Jared,Goff,236.35,6.489599999999999,68,0,"After watching his old team drop him like a sack of potatoes and then win the super bowl, Jared Goff takes the Lions to the playoffs as a wild card team where they notch a series of wins and then lose in the NFCCG",0.8779,First my sleeper gets shot and now im stuck relying on motherfucking jared goff,-0.7003,QB,15.5
Michael Pittman Jr.,Michael,Pittman,236.16,0.2144,3,0, If Matt Ryan stays healthy then not only will the Colts run away with the South but this will be a breakout year for Michael Pittman Jr.,0.2144,,0,WR,27.1
Mark Andrews,Mark,Andrews,235.05,2.3445,11,0,"> Along with Goedert, Kittle named Kansas City Chiefs’ Travis Kelce, Baltimore Ravens’ Mark Andrews, and Las Vegas Raiders’ Darren Waller as other tight ends he loves to watch on film who are doing “incredible” things.",0.5719,,0,TE,10.2
DJ Moore,DJ,Moore,234.57,1.2766,16,0,"I love Jeremy Chinn, Taylor Moton, DJ Moore, Shaq Thompson are all good.",0.7964,"WRs: Justin Jefferson, DJ Moore, Hunter Renfrow, Amon-Ra St. Brown, Darnell Moody, DJ Chark",-0.3612,WR,8.0
Baker Mayfield,Baker,Mayfield,228.1,6.680599999999997,103,0,Baker Mayfield and Nick Chubb make sweet passionate love on the 50 yard line.,0.891,Elite Dragon revenge game AND Baker Mayfield revenge game AAAND Russell Wilson revenge game on the same day?,-0.8807,QB,18.0
Saquon Barkley,Saquon,Barkley,227.77,1.3719999999999999,5,0,Saquon Barkley leads the league in rushing but the Giants only win 4 games.,0.7351,,0,RB,33.4
Travis Kelce,Travis,Kelce,227.3,1.4429,11,0,Travis Kelce needs to share his secrets because every other tight end with Hall of Fame talent is constantly battling injuries.,0.7003,There is no fucking way in hell that Travis Kelce goes to Dave & Busters,-0.7943,TE,26.1
Mike Evans,Mike,Evans,223.32,2.5084,22,0,"Andrews contract is right up there with like, Mike Evans' among the best values in the League.",0.8555,"Mike Evans gets hurt as we got into field goal range, but we had no timeouts left so they penalized us a 10 second run off that ended the game.",-0.6124,WR,18.1
Terry McLaurin,Terry,McLaurin,221.94,0.0,1,0,,0,,0,WR,13.8
A.J. Brown,A.J.,Brown,220.85,0,0,0,,0,,0,WR,25.5
David Montgomery,David,Montgomery,219.92,0.0,6,0,,0,,0,RB,8.0
Jaylen Waddle,Jaylen,Waddle,218.23,1.7915999999999999,8,0,I think its really easy to be high on Miami right now due to the exciting new OC and the acquisition of Tyreek Hill alongside Jaylen Waddle and even Cedric Wilson is underrated...,0.7501,,0,WR,17.7
Diontae Johnson,Diontae,Johnson,218.19,0.789,5,0,"Trubisky has developed a pretty good rapport with George Pickens, and to a lesser extent, Diontae Johnson, because Trubisky got all those first team reps.",0.7269,My dumbass read that as Diontae Johnson,-0.5574,WR,12.5
Nick Chubb,Nick,Chubb,216.04,2.607299999999999,20,0,Baker Mayfield and Nick Chubb make sweet passionate love on the 50 yard line.,0.891,"Legitimately the first time I've ever seen nick Chubb vocalise something that isn't a grunt and it's to absolutely wreck his old teammate, goddamn",-0.7425,RB,15.3
Brandin Cooks,Brandin,Cooks,215.1,1.1464999999999999,19,0,"Seriously, though, props for getting rid of Watson, and take good care of Brandin Cooks!",0.69,Brandin Cooks is even less hyped despite his success.,-0.4585,WR,15.2
J.K. Dobbins,J.K.,Dobbins,214.3,0,0,0,,0,,0,RB,0.0
Ezekiel Elliott,Ezekiel,Elliott,214.2,0.4404,4,0,The easy answer for us is Ezekiel Elliott.,0.4404,,0,RB,5.9
DK Metcalf,DK,Metcalf,212.43,1.2161,16,0,They just meant he isn't a genetic freak that takes steroids for breakfast like a DK Metcalf.,0.6002,It’d be scary as fuck running into a DK Metcalf zombie,-0.7717,WR,8.6
Jerry Jeudy,Jerry,Jeudy,212.2,-0.2824,10,0,"Would you trade Dalvin Cook and Ceedee Lamb for Saquon, Swift, and jerry jeudy?",0.2023,Jerry Jeudy isn't Jewish lmao,-0.4847,WR,20.2
Darnell Mooney,Darnell,Mooney,212.18,0.1589,4,0,I'd like to introduce you to Darnell Mooney discourse if you think that's the case.,0.3612,"he didnt get a new contract from the Bears, who if you hadnt noticed, have Darnell Mooney and 3 empty bags of Doritos as our WR corps",-0.2023,WR,1.8
Marquise Brown,Marquise,Brown,211.78,0.045599999999999974,3,0,Pretty sure Marquise Brown was basically saying the same thing,0.6705,Marquise Brown is my worst WR.,-0.6249,WR,14.3
Mike Williams,Mike,Williams,211.44,-0.06880000000000003,12,0,"I'm just saying Mike Williams is a better WR, overall.",0.4404,I will say I've been heavy on Mike Williams since his college years and hated that you guys drafted him.,-0.6369,WR,3.0
Breece Hall,Breece,Hall,210.66,0.8086,9,0,"Where I drafted was a sweet spot for a top WR, I got Mixon in the 2nd, knew I could get some backs with upside in the middle rounds (breece Hall/rhamondre), so I took Akers in the 4th.",0.5574,As a result Breece Hall & MCs stats will suffer.,-0.5423,RB,10.1
Josh Jacobs,Josh,Jacobs,210.51,0.1363000000000001,6,0,> Because Jonathan Taylor is on your team and my friend keeps rubbing it in that he’s better than Josh Jacobs so I’m jealous lol.,0.7082,JOSH JACOBS DOES HATE THE CHARGERS,-0.5719,RB,8.3
Courtland Sutton,Courtland,Sutton,210.42,0.10039999999999999,4,0,"WR1: Courtland Sutton, 58 catches, 776 yards, 2TD, one good season in career",0.4404,I drafted AJ Brown and Courtland Sutton while avoiding ARob.,-0.34,WR,11.2
Davis Mills,Davis,Mills,210.02,6.2993000000000015,71,0,Davis Mills is the long-term answer in Houston and will be the most successful QB from that draft class and Mitch Trubisky is significantly better than Pickett who is the next Jordan Love and will sit behind Mitch T till the Steelers can't afford to pay Mitch T,0.9098,Even worse than Davis mills who was in a bad situation too.,-0.765,QB,15.5
Amon-Ra St. Brown,Amon-Ra,St.,208.86,0.9301000000000001,7,0,"Get Stafford a good mix like, a DJ Chark type, some Amon-Ra St. Brown style route runner and I think he'd love to have a speedy guy like Jammeson Williams.",0.9022,when you are sad think of Amon-Ra St. Brown.,-0.4767,WR,20.4
Gabe Davis,Gabe,Davis,207.23,10.5918,100,0,"Allen is one of the top quarterbacks, Diggs is elite, and Gabe Davis feels like hes about to break out, but it really feels like whats going to hold this Bills offense back from going anywhere is they are relying on guys like Crowder, Beasely, and Mackenzie to be their slot receiver.",0.7311,The Gabe davis TD was Bad bad.,-0.7906,WR,18.8
Zach Wilson,Zach,Wilson,206.71,6.4096,87,0,"This is what people always say about Zach Wilson but if you’re going to make a watching tape claim, I’d love to hear some specifics about what you loved about his play last year, beyond generalities.",0.9455,"Tie between Baker Mayfield's face on the sidelines when Sam Darnold is forced into emergency playing time and immediately trips over his own dick, and Robert Saleh's face at the press conference when Zach Wilson is busted raw dogging an opponent's mom during halftime.",-0.7964,QB,0.0
Michael Thomas,Michael,Thomas,206.58,3.432699999999999,36,0,"Obviously Kupp was the best last year, Jefferson seems to project to a similar role, Michael Thomas is the best when healthy",0.9022,"Saints WR Michael Thomas asked if the guy we saw in 2019 is still there: “Imma keep it a buck, I’m gonna suck ass this year.",-0.7506,WR,22.7
Travis Etienne Jr.,Travis,Etienne,205.01,0,0,0,,0,,0,RB,8.5
Allen Robinson II,Allen,Robinson,201.07,0.4404,1,0,"this is my first fantasy ever, i got Allen Robinson II u guys think is a good pick?",0.4404,,0,WR,2.2
Christian Kirk,Christian,Kirk,200.01,-1.3947,14,0,With what they are paying Christian Kirk I sure hope so,0.6369,But have you considered Christian Kirk is a big dumb dumb stupid head and if you pay a receiver too much money it means he isn't good?,-0.9596,WR,17.7
Hunter Renfrow,Hunter,Renfrow,199.03,0.12559999999999993,9,0,"Bold Take: Hunter Renfrow is a top 5 receiver this year, and Albert Okwuegbunam is a top 5 Tight End.",0.6369,Can be a toss up given the weapons they're throwing to - I'm gonna give Davonte Adam's & Hunter Renfrow as enough to put him over Russ,-0.4404,WR,5.1
Amari Cooper,Amari,Cooper,198.97,0.6236000000000002,11,0,Except Derek had an over the hill Micheal Crabtree and a super green Amari Cooper to deal with.,0.5994,"But again, that was the weakest year he's had in terms of a receiving core and only because they traded away Amari Cooper mid-season.",-0.6652,WR,4.7
Elijah Moore,Elijah,Moore,198.34,1.0526,12,0,Elijah Moore will definitely be in the NFL and collecting a nice second contract.,0.6705,In a choice between starting Elijah Moore and Robinson I made a mistake.,-0.34,WR,9.9
Chris Godwin,Chris,Godwin,198.2,1.8357999999999999,5,0,"No I said he was throwing to Mike Evans, Chris Godwin, and Antonio Brown (after he signed) lol plus the jacked up all the positions around him RB (Fournette), OL (signed vets and used high draft picks), then made a run at high-value veteran free agents on defense.",0.6597,,0,WR,6.5
Rashod Bateman,Rashod,Bateman,197.96,0.2023,5,0,Rashod Bateman goes off and is a top 3 receiver by the end of the year.,0.2023,,0,WR,13.9
Kyle Pitts,Kyle,Pitts,197.64,0.4968,21,0,"He is more well rounded than someone like Darren Waller or Kyle Pitts, who both excel as receivers",0.7841,"Kelce is going to get hurt early, defenses will key  in on him and he’s going to get bitch slapped all over the field; these hybrid tight ends better have an elite wideout on the field or they’re going to get fucked up (see Kyle Pitts).",-0.8402,TE,3.9
Elijah Mitchell,Elijah,Mitchell,197.42,0.9232,7,0,So glad I benched Akers in my fantasy league after I saw he was against the Bills and Elijah Mitchell is playing the bears.,0.624,See my issue is that id have to replace elijah mitchell or javonte williams with him and idk.,-0.1027,RB,4.1
JuJu Smith-Schuster,JuJu,Smith-Schuster,197.1,-0.18880000000000002,5,0,Don't bring that bad juju Smith-Schuster in here,0.431,Vonn Bell hit Juju Smith-Schuster so hard in 2020 that I am convinced he fractured us into an alternate timeline where the Bengals stopped being totally embarrassing all the time and started acting like a halfway decent-run franchise for the first time since Paul Brown died.,-0.6198,WR,11.9
Tyler Lockett,Tyler,Lockett,197.01,0.38499999999999995,12,0,"*Russell Wilson walks to Tyler Lockett, who is stretching on the 20 yard line, waving as he approaches with a friendly smile on his face.",0.6908,But also goddamn Tyler Lockett is a gem,-0.631,WR,5.8
Darrell Henderson Jr.,Darrell,Henderson,195.14,0,0,0,,0,,0,RB,12.3
Drake London,Drake,London,192.77,2.6798,13,0,"I would really like Pickens to be OROY but I feel like his statline is not gonna look as good as Alec Pierce or Drake London since he's gonna be splitting catches with Diontae, Claypool, and Freiermuth.",0.8568,"On offense: drake london, Ken walker",-0.25,WR,12.4
DeVonta Smith,DeVonta,Smith,192.23,3.5233,16,0,"DeVonta Smith is a twig as well, but he won a Heisman trophy.",0.765,Devonta Smith will be scary.,-0.4939,WR,0.0
Adam Thielen,Adam,Thielen,192.17,-0.2033,8,0,,0,Jaire would never (blah blah unless it’s Adam Thielen I know let me have something they posted the blocked kick against San Francisco again today),-0.2033,WR,6.6
Clyde Edwards-Helaire,Clyde,Edwards-Helaire,190.6,0,0,0,,0,,0,RB,22.4
Devin Singletary,Devin,Singletary,188.72,0.5401999999999999,18,0,"If we just make Devin Singletary the bellcow like we did at the end of last year, we’ll be good.",0.6597,Devin Singletary is a bad bad man.,-0.7906,RB,8.2
Darren Waller,Darren,Waller,187.71,1.8013,12,0,"He is more well rounded than someone like Darren Waller or Kyle Pitts, who both excel as receivers",0.7841,avoid Darren Waller at his ADP,-0.296,TE,11.9
Kadarius Toney,Kadarius,Toney,186.18,0.3122000000000002,6,0,> Kadarius Toney pops off for 200 yards and the giants defense looks great in a 7-6 loss to the Titans.,0.5106,Kadarius Toney gets injured,-0.4019,WR,2.3
Brandon Aiyuk,Brandon,Aiyuk,184.92,1.3243,4,0,"Yea Love probably isn't the guy, but QBs are hard to hit on and iirc we only traded up to try and get Brandon Aiyuk and then when the 9ers sniper him Love was just the next guy on the board.",0.8316,,0,WR,6.7
Miles Sanders,Miles,Sanders,184.65,1.8054,4,0,Unless you think Miles Sanders was the best RB last year when healthy,0.7845,,0,RB,18.5
Dameon Pierce,Dameon,Pierce,183.65,1.3554000000000002,16,0,Luckily I got Dameon Pierce and James Robinson as hopeful replacements.,0.765,"People online will argue it should have gone to Dameon Pierce, but he was snubbed because the Texans as a team were not great.",-0.879,RB,4.9
Kareem Hunt,Kareem,Hunt,182.53,2.0690999999999997,36,0,Pretty sure Kareem Hunt fumbled his very first touch as well.,0.765,"Willie gay hasn’t done anything at all since being drafted… Tyreek Hill beat his case and got custody of his kids, Brit Reid isn’t with the team… Kareem Hunt drunkenly kicked a racist girl - doesn’t seem in the same universe at all….probably holes in all of these",-0.6124,RB,23.0
Rhamondre Stevenson,Rhamondre,Stevenson,182.24,-0.1616,8,0,Rhamondre Stevenson will be a top 7 rb,0.2023,"I got him in both of mine :( it wasn't super early, but I could have gotten Rhamondre Stevenson instead.",-0.463,RB,4.7
Antonio Gibson,Antonio,Gibson,181.26,0,0,0,,0,,0,RB,20.0
Robert Woods,Robert,Woods,180.44,1.6761000000000001,19,0,"The Rams effectively chose him over Robert Woods, and he needs to be a strong WR2 to meet his contract pricing.",0.7351,"Robinson will be wasted, same way Robert Woods was.",-0.4939,WR,2.3
Chase Claypool,Chase,Claypool,180.36,0,0,0,,0,,0,WR,9.4
Tony Pollard,Tony,Pollard,177.23,0.0,2,0,,0,,0,RB,4.2
Dalton Schultz,Dalton,Schultz,176.66,-0.29180000000000006,4,0,"Without Gallup, your next best receiving weapon is probably Dalton Schultz.",0.4588,Got scared of my opponent TE being Dallas Goedert and started his ass over Dalton Schultz,-0.7506,TE,13.2
Garrett Wilson,Garrett,Wilson,175.31,2.6216000000000004,10,0,Funnily enough Garrett Wilson said his favorite receiver to watch while growing up was Stevie Johnson.,0.765,,0,WR,9.2
Damien Harris,Damien,Harris,174.55,0.5106,1,0,"Re: Patriots Duo, I think people are sleeping on the fact that Damien Harris had like 15 total TDs last year which (I believe) was top ten in the league",0.5106,,0,RB,7.8
Chris Olave,Chris,Olave,174.45,0.8706,9,0,1st round- (WR) Chris Olave: looked great during this training camp.,0.6249,You spelled Chris Olave wrong,-0.4767,WR,9.1
Chase Edmonds,Chase,Edmonds,174.07,0.3279,7,0,I'm actually pretty glad Chase Edmonds isn't with the team anymore.,0.7351,"Call me a homer but I don't think Chase Edmonds, Raheem Mostert and Myles Gaskin are the 4th worst RB group in the league.",-0.7684,RB,10.5
