Full Name,First Name,Last Name,Projected Points,Sentiment,NumOfDataPoints,Average Sentiment,Most Positive Comment,Most Positive Comment Score,Most Negative Comment,Most Negative Comment Score,Position,Actual Points
Austin Ekeler,Austin,Ekeler,284.73,1.2727,12,0,Austin ekeler i fucking love you,0.6697,Austin Ekeler is legit a cheat code in fantasy,-0.4588,RB,13.3
Trey Lance,Trey,Lance,284.03,0.9907999999999997,42,0,"But we don’t, because their are plenty of GMs and Coaches that realize when people like Trey Lance shouldn’t be drafted like he was.",0.7579,"Am I slightly racist if I get Trey Lance, Jalen Hurts and Justin Fields confused?",-0.8445,QB,0.0
Ja'Marr Chase,Ja'Marr,Chase,276.17,0.3612,3,0,I think they're just like the Bengals with and without Ja'Marr Chase.,0.3612,,0,WR,0.0
Tua Tagovailoa,Tua,Tagovailoa,271.03,0.08299999999999996,10,0,I am in love with Tua Tagovailoa,0.6369,"Jalen Hurts, Geno Smith, Tua Tagovailoa, and Justin Fields",-0.4767,QB,23.4
Kirk Cousins,Kirk,Cousins,269.17,28.924600000000012,222,0,"A win is a win, unless you’re the Vikings with Kirk cousins… then you have to win the super bowl by 50 points and even then the narrative would be “do we believe the Vikings are a Super Bowl contender?",0.967,"I was bummed this week when Kirk Cousins was trying to get insight on Eli's and Peyton's tendencies when facing cover 0 at the goal line, but they swapped the segment to ""who had the worse griddy"" and ignored him.",-0.7964,QB,15.48
Najee Harris,Najee,Harris,265.48,0.15300000000000008,18,0,Jaylen Warren on who’s better: Him or Najee Harris.,0.4404, Check out the clip of Najee Harris murdering him last season,-0.6486,RB,9.9
Derrick Henry,Derrick,Henry,264.47,15.772700000000004,333,0,LOL at any colts fan thinking that JT is better than Derrick Henry.,0.8851,"As a child Derrick Henry was bitten by a rattlesnake, after four days of excruciating pain the rattlesnake died",-0.9042,RB,8.7
Deebo Samuel,Deebo,Samuel,261.46,-1.0601,3,0,"A guy like Deebo Samuel, probably would have been a HB in the early 2000s but pivoted and will get paid more as a result.",0.1901,"He’s an offensive pick that gets a lot of hate when we made a far more egregious one the following year when we took N’Keal Harry when DK Metcalf, Terry McLaurin, AJ Brown and Deebo Samuel were all available.",-0.7717,WR,7.1
Trevor Lawrence,Trevor,Lawrence,260.71,5.382999999999999,56,0,**Chiefs over Jaguars**: Chiefs will probably win this comfortably but I'm looking forward to seeing if Trevor Lawrence steps up his game playing against Patrick Mahomes or if he fails playing hero ball.,0.8452,Trevor Lawrence is bad because he is bad,-0.7906,QB,20.96
Derek Carr,Derek,Carr,260.61,-1.877299999999999,97,0,"Actually if you hate the Packers, you don’t want Love to be a bust, you rather him be the sort of average QB not good enough for a SB but not bad enough to want to move on from, sort of like Derek Carr in Vegas situation.",0.7739,Their coach is a cancer everywhere he gets a HC role almost all players have a negative take on him as an HC also Derek Carr seems to have a nfl governor switch that restricts him from throwing for more than 2 touchdowns in a game regardless or roster or opponent.,-0.886,QB,17.92
Joe Mixon,Joe,Mixon,258.91,4.748000000000001,77,0,"Just as today didn't tell us that Joe Mixon is the best player in the NFL, Justin Fields throwing for 3TDs does not say anything particularly meaningful about his ability as a passer.",0.8439,Here I am with Joe Mixon thinking I’m gonna win fantasy this week but this fucker ruined it,-0.8987,RB,0.0
Leonard Fournette,Leonard,Fournette,258.74,0.5427,10,0,Super bowl champion Leonard Fournette,0.8316,"Our biggest issue is definitely coaching, but I'd say Leonard Fournette is the biggest disappointment as a player this year.",-0.5574,RB,10.8
Dalvin Cook,Dalvin,Cook,258.49,0.8829,21,0,"Justin Jefferson Adam thielen dalvin cook OR Amon ra, d’Andre swift who’s played barely any football and Josh reynolds?!",0.5411,WTF happened to Dalvin Cook,-0.6739,RB,23.6
Stefon Diggs,Stefon,Diggs,258.25,0.6185999999999998,21,0,"Sounds like you're forgetting the Case Keenum/Stefon Diggs connection, as well as Von ""wherever I go I win rings"" Miller!",0.8268,It would be peak Minnesota Vikings to drop out of the race with the Eagles for the first overall seed in the NFC after being humiliated by a washed up Case Keenum springing to life and throwing for four touchdowns to Stefon Diggs,-0.8374,WR,24.8
Alvin Kamara,Alvin,Kamara,254.82,0.27969999999999995,12,0,Alvin kamara beat the shit out of someone and he is still played.,0.7506,"“Oh yea fuck, we have Alvin Kamara” - Saints",-0.5423,RB,7.5
Carson Wentz,Carson,Wentz,253.68,-1.0763999999999991,96,0,">Carson Wentz also looked amazing for a period of time, to a point where it was popular to think he was gonna one of the best QB's in the league for a long time come.",0.8957,Carson Wentz is still terrible and no one blamed everything on Wentz.,-0.8126,QB,0.0
D'Andre Swift,D'Andre,Swift,253.66,0.08810000000000004,3,0,If we would hav drafted D'Andre Swift in the third round i guarantee he would have not had a single injury at all.,0.6288,There was a rumor last year that D'Andre Swift was being sought for arrest in a murder case in Philly.,-0.743,RB,8.2
Davante Adams,Davante,Adams,253.59,7.878200000000003,84,0,Raiders fans acting like they don’t have davante adams who will win them this game easily,0.8271,"[Machota] DaVante Adams when asked about what he misses most about Green Bay, he started choking up talking about the cameramen and his goldfish being born there: “This is bullshit.",-0.8271,WR,27.6
Justin Fields,Justin,Fields,253.09,24.96830000000001,314,0,"You could put Jay on a podcast and tell him every NFL fan thinks Justin Fields is more fun and exciting at QB than he ever was on the Bears and you'd get a chuckle and an ""Okay"" from Jay.",0.9013,If Justin Fields were in Philly it would be a mistake to have an offense designed around QB runs...and if Hurts were in Chicago it would be a mistake to have an offense NOT designed around QB runs.,-0.872,QB,39.38
CeeDee Lamb,CeeDee,Lamb,252.45,1.3132,5,0,"But Dallas was interested in adding him to its stable of receivers that includes CeeDee Lamb and Michael Gallup, among others.",0.7469,He might be smaller than ceedee lamb you dont want him,-0.0572,WR,38.0
Daniel Jones,Daniel,Jones,252.4,3.1942999999999997,68,0,"Wow, the best team you've played was QBd by Daniel Jones??",0.8948,"He’s lost the backup job for the Cowboys once before and then the Giants, who had Daniel Jones at his worst as their starter.",-0.7506,QB,18.28
Ryan Tannehill,Ryan,Tannehill,251.37,7.606599999999999,24,0,"Congratulations to Ryan Tannehill, the real winner of this game.",0.8271,i miss ryan tannehill,-0.1531,QB,19.4
Tyreek Hill,Tyreek,Hill,246.45,12.194400000000002,126,0,"Someone like Tyreek Hill, whose one of the best in the game at his position, may not have these coaching traits, but is such a great executioner of other people’s ideas, which makes him effective (maybe he does, pardon my example).",0.9524,"Ya Tyreek Hill, Big Ben the rapist, Ray Lewis etc",-0.7096,WR,15.4
Jameis Winston,Jameis,Winston,245.79,2.7547000000000006,37,0,"I know he never would because he’s Patrick Mahomes and he is incredible at football, but god would I love to see Mahomes have a hilarious fumble a la Jameis Winston in the 2015 Rose Bowl",0.9186,"I mean there's Watson, and you can argue Jameis Winston.",-0.34,QB,0.0
Matt Ryan,Matt,Ryan,245.41,5.473800000000004,286,0,"Maybe the billionaire is this terrible and delusional, but they did bench Matt Ryan to avoid paying bonuses, so clearly they feel no need to compete on the field or make themselves attractive in free agency.",0.9189,"Congrats on beating: Malik, The corpse of Herbert, One of the worst offenses in the league led by Brady, One of the other worst offenses in the league led by Carr, the corpse of Matt Ryan (Oh wait oops), The list goes on….",-0.9648,QB,22.68
Aaron Jones,Aaron,Jones,242.56,-2.9195999999999995,86,0,"I said it for months, should have traded Rodgers, tried to get a 3rd or 4th rounder for Aaron Jones, sank picks and money into the O-line and defense, then gave Love a shot while running the ball into the ground with AJ",0.6908,Aaron Jones has the lowest dead cap number at ~$10 million.,-0.765,RB,23.6
James Conner,James,Conner,240.04,0.0,1,0,,0,,0,RB,23.6
Javonte Williams,Javonte,Williams,238.99,0,0,0,,0,,0,RB,0.0
Mac Jones,Mac,Jones,238.09,1.656500000000002,161,0,"Lol Mac Jones had one good year and Matt Cassel threw 21TDs/11INTs and took 47 sacks, unless we're crediting McDaniels with Brady's success I'm not sure how you could possibly say that.",0.8417,"Everyone always blames the quarterback, always, but Mac Jones spent the entire game against the Colts stuck with 2nd down and 13, or something similarly bullshit, because for some reason all we could think to do was run it into our own linemen's asses on first down every single time",-0.8608,QB,0.0
Keenan Allen,Keenan,Allen,237.62,-0.5215999999999998,35,0,"They’d definitely be better if Keenan Allen, Rashawn Slater, Joey Bosa, Mike Williams, and JC Jackson had all been healthy all season though.",0.8074,"The obvious answer is JC Jackson but I'm going to go a different route and say Keenan Allen, and thats only because this is the second time I drafted him in fantasy and he's been hurt since week 1",-0.6808,WR,0.0
Tee Higgins,Tee,Higgins,237.31,2.3615000000000004,8,0,The best remaining receiver at that point in that draft was Tee Higgins.,0.6369,,0,WR,0.0
Jared Goff,Jared,Goff,236.35,4.301599999999999,52,0,"> Aaron has only been to one Super Bowl that the Packers had not business being in in the first place, the same number of Super Bowls as Jared Goff, Nick Foles, Matthew Stafford, and fewer than Eli Manning, and way behind Tom Brady.",0.8442,I would fucking kill for the Saints to have a Jared Goff level QB right now.,-0.7178,QB,14.84
Michael Pittman Jr.,Michael,Pittman,236.16,0.0,1,0,,0,,0,WR,12.3
Mark Andrews,Mark,Andrews,235.05,1.8322999999999996,24,0,"Kelce, but a STRONG challenge from a fully healthy Mark Andrews",0.8998,It’d be worse since there’s no Mark Andrews to throw to,-0.6486,TE,0.0
DJ Moore,DJ,Moore,234.57,2.8045999999999993,98,0,"Our OL is pretty good, we have a young defense with a lot of young talent (Burns, Derrick Brown, Jeremy Chinn, Jaycee Horn) and DJ Moore is a very good WR.",0.9062,After getting screwed by the refs with the DJ Moore penalty I have a feeling yall are going to come out fired up.,-0.8519,WR,6.9
Baker Mayfield,Baker,Mayfield,228.1,2.5670999999999995,112,0,"I mean look, I know he isn’t playing great right now but you guys are talking about him likes he’s Baker Mayfield or something lol.",0.8847,One of the biggest disappointments in the very disappointing season is that Baker Mayfield is actually bad.,-0.8748,QB,0.0
Saquon Barkley,Saquon,Barkley,227.77,2.9174,12,0,"He also opened the Saquon Barkley center for excellence, which “will feature clinics, leagues and nutrition programs as well as homework and after-school tutoring opportunities.”",0.7351,No one expected the Seahawks running back room to be comparable to Saquon Barkley.,-0.296,RB,23.0
Travis Kelce,Travis,Kelce,227.3,-0.8790000000000007,54,0,Combine that with Travis Kelce(the 2nd best Kelce in the league) getting the most targets makes it much easier to shut the Chiefs down.,0.7906,Fuck Travis Kelce bitch ass,-0.8957,TE,20.1
Mike Evans,Mike,Evans,223.32,-3.6883000000000012,73,0,Last year when healthy ab looked like the best reciever on a team with prime Mike Evans and Chris godwin.,0.8555,"Mike Evans is killing me in fantasy, I know this sub hates that talk but the man has lost me multiple weeks with god awful drops.",-0.8381,WR,10.4
Terry McLaurin,Terry,McLaurin,221.94,-0.14680000000000004,4,0,"Got a onside kick recovery earlier in the season and this past sunday he stepped up and had 2 TFLs, one great open field tackle, and a clutch pass breakup vs Terry Mclaurin.",0.6249,"He’s an offensive pick that gets a lot of hate when we made a far more egregious one the following year when we took N’Keal Harry when DK Metcalf, Terry McLaurin, AJ Brown and Deebo Samuel were all available.",-0.7717,WR,20.8
A.J. Brown,A.J.,Brown,220.85,0,0,0,,0,,0,WR,1.7
David Montgomery,David,Montgomery,219.92,0.0,4,0,,0,,0,RB,5.4
Jaylen Waddle,Jaylen,Waddle,218.23,0.07589999999999986,16,0,"im a big jaylen waddle fan, i'll say that much :)",0.6486,“So scared of Tua” is a goofy way to say Tyreek Hill and Jaylen Waddle are incredibly difficult to cover,-0.6901,WR,10.6
Diontae Johnson,Diontae,Johnson,218.19,-0.1027,3,0,,0,"nah, you're right, there is a reason the steelers paid Diontae Johnson and traded Claypool",-0.1027,WR,10.3
Nick Chubb,Nick,Chubb,216.04,5.084200000000001,15,0,"He was great as a rookie but honestly Nick Chubb has pretty easily had a better career and even going back in time, Bradley Chubb would have made more sense than him.",0.9571,No need to diss Nick Chubb tho like damn,-0.34,RB,15.1
Brandin Cooks,Brandin,Cooks,215.1,1.0531,11,0,"Tom Brady has a lot, but I really liked his last second TD pass against the Texans to Brandin Cooks back in 2017.",0.6297,"If you don't get Rodgers any weapons and don't make the playoffs, or Rodgers now wants out, you're left with a big ""What if we got a Brandin Cooks, or a Jerry Jeudy, or some type of weapon?""",-0.4404,WR,8.2
J.K. Dobbins,J.K.,Dobbins,214.3,0,0,0,,0,,0,RB,0.0
Ezekiel Elliott,Ezekiel,Elliott,214.2,0.0,1,0,,0,,0,RB,0.0
DK Metcalf,DK,Metcalf,212.43,-0.8186000000000003,10,0,My dream is DK Metcalf but the Seahawks are doing too well this year lol.,0.7814,"He’s an offensive pick that gets a lot of hate when we made a far more egregious one the following year when we took N’Keal Harry when DK Metcalf, Terry McLaurin, AJ Brown and Deebo Samuel were all available.",-0.7717,WR,13.1
Jerry Jeudy,Jerry,Jeudy,212.2,0.8755999999999999,6,0,"The guys we could've gotten were like Chase Claypool or Jerry Jeudy who are alot better than what we got but are probably not the difference of winning a championship, also again they might not want to play in Green Bay so it's potentially a mute point",0.8505,"The Cowboys also made an offer on Broncos WR Jerry Jeudy, but the two sides could not agree on a price, per NFL Network Insider Tom Pelissero.",-0.395,WR,0.0
Darnell Mooney,Darnell,Mooney,212.18,0.0,2,0,,0,,0,WR,9.7
Marquise Brown,Marquise,Brown,211.78,0.8462,1,0,"But he has performed pretty nicely in his reps against Marquise Brown, DeAndre Hopkins, Mike Williams.",0.8462,,0,WR,0.0
Mike Williams,Mike,Williams,211.44,3.0719999999999996,35,0,"I'm pretty sure if Mike Williams played all of his games against the Chiefs, he'd be the best receiver of all time.",0.9022,"Mike Williams before his Injury had missed 8 games since 2016, tell me how that's Injury Prone?",-0.7783,WR,0.0
Breece Hall,Breece,Hall,210.66,3.0066,32,0,"Y’all talking about the fumble but what about the terrible holding call on the Davis catch on the final drive pushing the bulls to 1st and 20?Terrible call on Dawkins.. that being said, Davis was clearly pushing off, arm fully extended on that final play… I thought it was an amazing defensive play from sauce considering he was clearly being pushed.. jets played amazing and deserved the W. If breece hall wasn’t injured we could have lost by a lot more.. well played jets!",0.965,breece hall and him were neck and neck but now he’s out for season so no idea,-0.5858,RB,0.0
Josh Jacobs,Josh,Jacobs,210.51,0.5613,34,0,Raiders would just need to give the ball to Josh Jacobs to win.,0.5859,"Don't want to repeat anyone else, I will add that there's absolutely a cultural issue in the building related to players' legal troubles/DUIs (obviously Henry Ruggs killed a woman and her dog, but we also have Josh Jacobs DUI, Nate Hobbs DUI, Kemah Siverand street racing, and Davante's assault charge, all since January 2021)",-0.8321,RB,22.6
Courtland Sutton,Courtland,Sutton,210.42,0.8624,7,0,I really like sauce and hope the jets do well this season but my guy you cannot say he didn’t commit clear DPI against Courtland Sutton 2 weeks ago lmfaoo.,0.8624,,0,WR,12.6
Davis Mills,Davis,Mills,210.02,4.975099999999999,19,0,"Davis Mills, looks like he could have a good career as a backup, maybe secure the Mile Glennon bag",0.7783,I can't imagine he's that much worse than Ehlinger or Davis Mills,-0.4767,QB,14.76
Amon-Ra St. Brown,Amon-Ra,St.,208.86,0.0,1,0,,0,,0,WR,22.1
Gabe Davis,Gabe,Davis,207.23,-1.9419000000000002,63,0,"Mahomes also lost arguably the best WR in the league, while Gabe Davis is out there looking like a legit WR1 talent to add to an already excellent Diggs.",0.872,Sauce is great but that one interception was a fuck up by Gabe Davis...took the wrong cut and instead of going into the seam of the defense he ran into the coverage.,-0.85,WR,21.3
Zach Wilson,Zach,Wilson,206.71,24.804599999999994,231,0,"Lmao it ain’t clickbait when guys like Lockett “channel their high school coach” randomly after a game while clearly taking a shot at a previous ego that is no longer on the team… or Pete talkin bout “resistance in the past” 😂😂😂 I’m sure it’s annoying but let’s not pretend these mfs aren’t inviting this gossip controversy.. Denver fans took our L back in September watchin russ play like Zach Wilson, it’s been the Seahawks bringing on the new content lmao",0.9519,"I don’t really know what to think about the chiefs game but Carroll is coaching out of his mind, sirianni is undefeated, saleh is beating the bills with the jets and Zach Wilson while Vrabel is losing by 30 to them, daboll was given a team who, including their 0-16 season, had the worst record in the league over the years entering this season.",-0.9331,QB,0.0
Michael Thomas,Michael,Thomas,206.58,-0.19519999999999998,28,0,A healthy Michael Thomas or an even average QB and the Saints would be legitimately good.,0.6808,Don’t you put that evil on us by comparing Krupp to Michael Thomas.,-0.6597,WR,0.0
Travis Etienne Jr.,Travis,Etienne,205.01,0,0,0,,0,,0,RB,10.3
Allen Robinson II,Allen,Robinson,201.07,0,0,0,,0,,0,WR,8.4
Christian Kirk,Christian,Kirk,200.01,-0.13319999999999999,7,0,I need the post of the guy who did the Maths on the numbers Christian Kirk would have to put to be worth Kirk money.,0.2263,"Don't think he has shown enough to warrant a big contract, but we all said the same of Christian Kirk and next year's free agency class is the worst I've ever seen so who knows!",-0.3595,WR,31.5
Hunter Renfrow,Hunter,Renfrow,199.03,0.3751,9,0,Maxx Croby and Hunter Renfrow were objectively the only truly great picks made by that FO in 4 years.,0.7906,But Hunter Renfrow has me sad.,-0.631,WR,0.0
Amari Cooper,Amari,Cooper,198.97,-0.09929999999999989,17,0,"We have never been the most trade happy team, when we traded for Amari Cooper it was bc our recieving corps was god awful.",0.4728,"Missing our starting qb for 5 games, but no Amari Cooper must be the reason our offense started slow",-0.7096,WR,6.2
Elijah Moore,Elijah,Moore,198.34,2.4050999999999996,26,0,"Elijah Moore is probably the guy they could have taken instead of Stokes, but he's having issues with the Jets after looking like a dynamic player his rookie year.",0.7684,Elijah Moore blaming the Jews for his lack of targets.,-0.6705,WR,0.0
Chris Godwin,Chris,Godwin,198.2,0.08210000000000006,10,0,Last year when healthy ab looked like the best reciever on a team with prime Mike Evans and Chris godwin.,0.8555,"Brady has three problems this year he didn't have last year: there's no sure-handed safety outlet (formerly Gronk), the offensive line is considerably worse in pass protection, and there's no capable speed WR (Chris Godwin would've been that guy but it takes two full years to fully recover from an ACL injury and he's been relegated to short yardage slot duty, and Antonio Brown was the guy they had to fill that role previously).",-0.8045,WR,19.1
Rashod Bateman,Rashod,Bateman,197.96,-0.0754,3,0,,0,"Rashod Bateman was great for like 2 weeks, then was completely disappointing for a few, then got hurt for what's likely to be the rest of the season.",-0.0754,WR,0.0
Kyle Pitts,Kyle,Pitts,197.64,-6.121899999999998,48,0,Can do a better job of giving Kyle Pitts **BETTER** opportunities.,0.7845,Kyle Pitts is so fucked as long as Mariota is starting.,-0.7661,TE,4.8
Elijah Mitchell,Elijah,Mitchell,197.42,0.0,1,0,,0,,0,RB,9.8
JuJu Smith-Schuster,JuJu,Smith-Schuster,197.1,1.1287,4,0,"It also led to us getting Juju Smith-Schuster in the offseason, and with Smith-Schuster being only 25 years old he has definitely played like he would be a good player for the Chiefs to give a long term deal.",0.8591,"I'd say there are a few other substantial changes in the offense, namely the exodus of Juju Smith-Schuster and Ray Ray McCloud (who isn't super talented but clearly Matt Canada liked him), but with the pieces that remained there has been a drop off in performance (more drops, poor runs for Najee) that can be attributed to poor coaching.",-0.7733,WR,5.3
Tyler Lockett,Tyler,Lockett,197.01,2.3371999999999997,13,0,He may not be THE GUY but he’s like great value Tyler Lockett.,0.9186,Tyler Lockett scared to get hit,-0.4404,WR,13.2
Darrell Henderson Jr.,Darrell,Henderson,195.14,0,0,0,,0,,0,RB,10.2
Drake London,Drake,London,192.77,0.49049999999999994,28,0,Lmao welcome to the NFL Drake London little boy.,0.7845,What the actual HELL Drake London?,-0.7456,WR,14.8
DeVonta Smith,DeVonta,Smith,192.23,1.02,11,0,"Turns out when you go from reagor to aj brown and devonta smith, the job becomes a lot easier.",0.4215,Us hard tanking in the last game knocked NYG out and got us Devonta Smith,-0.1027,WR,13.9
Adam Thielen,Adam,Thielen,192.17,0.5411,13,0,"Justin Jefferson Adam thielen dalvin cook OR Amon ra, d’Andre swift who’s played barely any football and Josh reynolds?!",0.5411,,0,WR,9.9
Clyde Edwards-Helaire,Clyde,Edwards-Helaire,190.6,0.3064,4,0,"McKinnon is solid catching passes and is a very good pass blocker, and Pacheco has shown some flashes as a 7th round rookie, but drafting Clyde Edwards-Helaire in the first round of the draft was a huge mistake.",0.3064,,0,RB,0.0
Devin Singletary,Devin,Singletary,188.72,-0.1458,2,0,,0,"Devin Singletary has been very solid, just no TDs to show for it.",-0.1458,RB,15.7
Darren Waller,Darren,Waller,187.71,0.7084,10,0,The amount of people that still think Darren Waller is good off of reputation is hilarious.,0.6808,"Darren Waller is washed up at this point, people forget he didn't break out until his late 20s.",-0.2263,TE,0.0
Kadarius Toney,Kadarius,Toney,186.18,2.6188999999999996,18,0,"I agree that it's an underrated receiving room full of solid guys, and I'm super interested to see if they can get Kadarius Toney to buy in, cause he's super talented.",0.9509,Kadarius Toney is confused by this weird shaped ball that keeps landing in his arms.,-0.4588,WR,19.0
Brandon Aiyuk,Brandon,Aiyuk,184.92,0,0,0,,0,,0,WR,12.4
Miles Sanders,Miles,Sanders,184.65,-0.05520000000000003,4,0,"I’d also take the Eagles running back room over the Chiefs any day, as I personally think Miles Sanders is underrated and a scat back guy like Kenneth Gainwell would be cool to see in an offense such as the Chiefs.",0.4215,Miles Sanders has been overshadowed by both the Hurts and AJ Brown attention,-0.4767,RB,5.4
Dameon Pierce,Dameon,Pierce,183.65,1.2546,14,0,I love Dameon Pierce as well!,0.7644,"Dameon Pierce with a worst OL and team, is 10x the RB Najee is, and he breaks tackles and makes the most out of every touch.",-0.6249,RB,12.2
Kareem Hunt,Kareem,Hunt,182.53,0.3034,11,0,I'm convinced Kareem Hunt kicking that woman in that hotel hallway forever cursed the RB position for the Chiefs.,0.4019,Kareem Hunt barely grazed a woman and was shunned and cut from his team.,-0.2732,RB,2.9
Rhamondre Stevenson,Rhamondre,Stevenson,182.24,0.9777,7,0,We cheer for Rhamondre Stevenson!,0.5562,,0,RB,0.0
Antonio Gibson,Antonio,Gibson,181.26,-0.1531,2,0,,0,I miss when AG used to mean Antonio Gibson in our sub 🥲,-0.1531,RB,14.8
Robert Woods,Robert,Woods,180.44,2.325,45,0,I am pretty sure the Rams would love Robert Woods back though.,0.8658,wtf was robert woods doing,-0.5859,WR,3.0
Chase Claypool,Chase,Claypool,180.36,4.1543,35,0,"The guys we could've gotten were like Chase Claypool or Jerry Jeudy who are alot better than what we got but are probably not the difference of winning a championship, also again they might not want to play in Green Bay so it's potentially a mute point",0.8505,"> After that, you still have Chase Claypool, Trevon Diggs, Jalen Hurts, Van Jefferson just in the second round.",-0.4767,WR,1.8
Tony Pollard,Tony,Pollard,177.23,0.09,2,0,"Zeke and Tyron Smith would both be good answers, but I’m gonna go Zeke because Tony Pollard is nuts and getting rid of Zeke’s full cap hit would allow us to keep him.",0.09,,0,RB,21.8
Dalton Schultz,Dalton,Schultz,176.66,0.0,1,0,,0,,0,TE,17.4
